TIPO;ID;VENCIMENTO;EMPRESA;PESSOA;DOCUMENTO;VALOR
RECEBER;1051-1;2024-03-26;1;6;1138;7738.79
RECEBER;1052-1;2024-03-27;1;6;1139;17248.9
RECEBER;1053-1;2024-03-27;1;96;1141;69511.84
RECEBER;1027-1;2024-03-28;1;86;1144;588935.89
RECEBER;1054-1;2024-03-28;1;6;1142;16614.9
RECEBER;1055-1;2024-03-28;1;6;1143;31027.55
RECEBER;1056-1;2024-04-02;1;6;1145;17434.44
RECEBER;1057-1;2024-04-02;1;6;1146;17386.94
RECEBER;1058-1;2024-04-02;1;6;1147;31393.19
RECEBER;1059-1;2024-04-02;1;6;1148;25785.27
RECEBER;1023-1;2024-04-08;1;70;1150;219973.13
RECEBER;1060-1;2024-04-08;1;90;1151;100981.63
RECEBER;1062-1;2024-04-08;1;6;1153;49855.18
RECEBER;1063-1;2024-04-09;1;6;1154;17378.92
RECEBER;1064-1;2024-04-09;1;6;1155;26777.32
RECEBER;1065-1;2024-04-10;1;6;1156;779.04
RECEBER;1066-1;2024-04-10;1;6;1157;14707.14
RECEBER;1067-1;2024-04-10;1;6;1158;69848.88
RECEBER;1068-1;2024-04-10;1;6;1159;79047.25
RECEBER;1069-1;2024-04-11;1;6;1160;1570.68
RECEBER;1070-1;2024-04-12;1;96;1161;6548.3
RECEBER;1071-1;2024-04-15;1;93;1162;234515.12
RECEBER;1072-1;2024-04-15;1;90;1163;145862.33
RECEBER;1073-1;2024-04-22;1;93;1164;149153.87
RECEBER;1074-1;2024-04-22;1;96;1165;165099.71
RECEBER;1024-1;2024-04-23;1;86;1168;208579.46
RECEBER;1025-1;2024-04-23;1;86;1167;488766.86
RECEBER;1026-1;2024-04-23;1;91;1166;125624.31
RECEBER;1031-1;2024-04-24;1;70;1171;151576.55
RECEBER;1075-1;2024-04-25;1;77;1172;168557.68
RECEBER;1076-1;2024-04-29;1;6;1173;265997.02
RECEBER;1077-1;2024-04-29;1;6;1174;121154.67
RECEBER;1029-1;2024-04-30;1;86;1175;404255.05
RECEBER;1030-1;2024-05-13;1;86;1176;63316.59
RECEBER;1078-1;2024-05-16;1;87;1177;430654.59
RECEBER;1079-1;2024-05-16;1;87;1178;13560.11
RECEBER;1080-1;2024-05-20;1;77;1179;196208.82
RECEBER;1081-1;2024-05-20;1;93;1180;254950.64
RECEBER;1082-1;2024-05-21;1;81;1181;313786.43
RECEBER;1083-1;2024-05-22;1;6;1182;94634.95
RECEBER;1084-1;2024-05-22;1;6;1183;193161.55
RECEBER;1085-1;2024-05-22;1;6;1184;86111.45
RECEBER;1086-1;2024-05-24;1;6;1185;291728.29
RECEBER;1087-1;2024-05-24;1;86;1186;501047.53
RECEBER;1088-1;2024-05-24;1;77;1187;23275.72
RECEBER;1089-1;2024-05-24;1;90;1188;197736.14
RECEBER;1090-1;2024-05-24;1;6;1189;112229.99
RECEBER;1091-1;2024-05-28;1;86;1190;230791.41
RECEBER;1092-1;2024-05-28;1;86;1191;118453.35
RECEBER;1093-1;2024-06-03;1;86;1192;85797.55
RECEBER;1094-1;2024-06-04;1;86;1193;257643.22
RECEBER;1095-1;2024-06-05;1;82;1194;202909.49
RECEBER;1096-1;2024-06-05;1;96;1195;40189.89
RECEBER;1097-1;2024-06-19;1;77;1196;63429.91
RECEBER;1098-1;2024-06-19;1;6;1197;77796.27
RECEBER;1099-1;2024-06-19;1;6;1198;43619.53
RECEBER;1100-1;2024-06-19;1;6;1200;210006.03
RECEBER;1104-1;2024-06-19;1;90;1199;95298.86
RECEBER;1101-1;2024-06-20;1;6;1201;1582.0
RECEBER;1102-1;2024-06-21;1;95;1202;92022.87
RECEBER;1103-1;2024-06-21;1;87;1203;251469.75
RECEBER;1105-1;2024-06-21;1;87;1204;13589.61
RECEBER;1106-1;2024-06-21;1;6;1205;121980.27
RECEBER;1107-1;2024-06-25;1;6;1206;273278.77
RECEBER;1108-1;2024-06-25;1;86;1207;115622.71
RECEBER;1109-1;2024-06-26;1;6;1208;109873.15
RECEBER;1110-1;2024-06-26;1;6;1209;168774.85
RECEBER;1111-1;2024-06-26;1;93;1210;344230.93
RECEBER;1112-1;2024-06-26;1;6;1211;33171.03
RECEBER;1113-1;2024-06-28;1;6;1213;124641.07
RECEBER;1128-1;2024-07-01;1;69;12514;275.25
RECEBER;1130-1;2024-07-01;1;69;12532;275.25
RECEBER;1114-1;2024-07-02;1;6;1215;121492.38
RECEBER;1118-1;2024-07-03;1;86;1217;437353.38
RECEBER;1119-1;2024-07-03;1;86;1216;514730.4
RECEBER;1116-1;2024-07-05;1;95;1218;245780.28
RECEBER;1117-1;2024-07-10;1;96;1219;202015.89
RECEBER;1120-1;2024-07-11;1;77;1220;444809.78
RECEBER;1121-1;2024-07-15;1;86;1221;295624.75
RECEBER;1122-1;2024-07-18;1;81;1222;356976.44
RECEBER;1123-1;2024-07-24;1;6;1223;161692.02
RECEBER;1124-1;2024-07-24;1;6;1224;106983.04
RECEBER;1125-1;2024-07-24;1;82;1225;192420.85
RECEBER;1126-1;2024-07-25;1;90;1226;301141.2
RECEBER;1127-1;2024-07-25;1;86;1227;482972.27
RECEBER;1131-1;2024-07-26;1;93;1228;422850.33
RECEBER;1132-1;2024-07-29;1;6;1230;12966.71
RECEBER;1133-1;2024-07-29;1;6;1231;71632.36
RECEBER;1134-1;2024-07-29;1;87;1234;2782.55
RECEBER;1135-1;2024-07-29;1;87;1235;7997.78
RECEBER;1129-1;2024-07-30;1;6;1236;140676.74
RECEBER;1136-1;2024-08-02;1;6;1237;90687.76
RECEBER;1137-1;2024-08-05;1;86;1238;531387.96
RECEBER;1142-1;2024-08-06;1;69;12612.;131.8
RECEBER;1155-1;2024-08-06;1;6;1239;189486.2
RECEBER;1143-1;2024-08-08;1;69;BC101898;1886.57
RECEBER;1139-1;2024-08-12;1;69;12604;170.07
RECEBER;1156-1;2024-08-14;1;96;1240;71923.79
RECEBER;1157-1;2024-08-14;1;6;1241;12543.53
RECEBER;1158-1;2024-08-14;1;6;1242;11650.87
RECEBER;1140-1;2024-08-16;1;93;1243;688226.75
RECEBER;1141-1;2024-08-19;1;81;1244;426384.93
RECEBER;1144-1;2024-08-23;1;90;1245;469724.35
RECEBER;1145-1;2024-08-27;1;82;1246;180936.33
RECEBER;1146-1;2024-08-28;1;6;1247;184344.63
RECEBER;1147-1;2024-08-29;1;6;1248;50822.39
RECEBER;1148-1;2024-08-29;1;6;1249;248697.23
RECEBER;1149-1;2024-08-30;1;86;1250;395677.6
RECEBER;1150-1;2024-09-04;1;6;1251;40238.98
RECEBER;1151-1;2024-09-04;1;6;1252;173542.18
RECEBER;1152-1;2024-09-04;1;6;1253;36032.2
RECEBER;1153-1;2024-09-11;1;87;1263;296303.98
RECEBER;1154-1;2024-09-11;1;6;1256;12027.22
RECEBER;1180-1;2024-09-11;1;86;1254;662104.45
RECEBER;1162-1;2024-09-16;1;6;1257;12196.11
RECEBER;1163-1;2024-09-16;1;6;1258;19444.89
RECEBER;1164-1;2024-09-16;1;6;1259;69528.67
RECEBER;1165-1;2024-09-16;1;87;1261;37339.58
RECEBER;1166-1;2024-09-17;1;87;1265;38793.21
RECEBER;1179-1;2024-09-17;1;82;1266;104682.25
RECEBER;1381-1;2024-09-17;1;70;1264;20115.37
RECEBER;1167-1;2024-09-19;1;90;1267;374816.97
RECEBER;1168-1;2024-09-19;1;93;1268;605402.75
RECEBER;1182-1;2024-09-20;1;86;1269;140438.69
RECEBER;1161-1;2024-09-23;1;6;1271;23168.13
RECEBER;1169-1;2024-09-23;1;6;1270;30576.79
RECEBER;1178-1;2024-09-26;1;95;1272;237414.32
RECEBER;1159-1;2024-10-01;1;6;1273;1872.77
RECEBER;1160-1;2024-10-01;1;6;1274;2180.96
RECEBER;1171-1;2024-10-04;1;90;1275;795030.75
RECEBER;1172-1;2024-10-04;1;87;1276;9200.59
RECEBER;1173-1;2024-10-04;1;87;1277;328.17
RECEBER;1174-1;2024-10-08;1;6;1278;108028.33
RECEBER;1175-1;2024-10-09;1;6;1279;1532.37
RECEBER;1176-1;2024-10-09;1;6;1280;135961.02
RECEBER;1177-1;2024-10-14;1;96;1281;124614.2
RECEBER;1187-1;2024-10-14;1;96;1286;57435.15
RECEBER;1183-1;2024-10-17;1;82;1282;136646.59
RECEBER;1184-1;2024-10-23;1;93;1283;1795313.8
RECEBER;1185-1;2024-10-24;1;81;1284;669021.73
RECEBER;1186-1;2024-10-25;1;6;1285;12302.12
RECEBER;1188-1;2024-10-28;1;86;1287;364440.81
RECEBER;1189-1;2024-10-30;1;6;1288;1964.35
RECEBER;1190-1;2024-10-31;1;90;1289;571475.72
RECEBER;1198-1;2024-10-31;1;6;1290;59504.89
RECEBER;1191-1;2024-11-01;1;6;1291;49181.98
RECEBER;1192-1;2024-11-01;1;6;1292;11826.37
RECEBER;1195-1;2024-11-05;6;69;1;1158.03
RECEBER;1196-1;2024-11-05;1;90;1294;956087.21
RECEBER;1197-1;2024-11-08;1;6;1295;17429.32
RECEBER;1199-1;2024-11-14;1;6;1300;44149.11
RECEBER;1200-1;2024-11-14;1;6;1298;3299.24
RECEBER;1201-1;2024-11-14;1;6;1299;8791.38
RECEBER;1202-1;2024-11-14;1;6;1297;17200.54
RECEBER;1203-1;2024-11-14;1;6;1301;35487.35
RECEBER;1204-1;2024-11-21;1;6;1302;11833.04
RECEBER;1205-1;2024-11-21;1;6;1303;1337.93
RECEBER;1206-1;2024-11-25;1;6;1305;77388.87
RECEBER;1207-1;2024-11-25;1;6;1306;34889.25
RECEBER;1208-1;2024-11-26;1;6;1307;104910.48
RECEBER;1209-1;2024-11-26;1;6;1308;174113.08
RECEBER;1210-1;2024-11-26;1;68;1316;50271.32
RECEBER;1236-1;2024-11-26;1;6;1327;186712.94
RECEBER;1211-1;2024-11-27;1;68;1317;819173.57
RECEBER;1212-1;2024-11-28;1;93;1311;1504579.22
RECEBER;1213-1;2024-11-29;1;6;1312;8625.85
RECEBER;1241-1;2024-11-29;1;97;1313;22506.8
RECEBER;1214-1;2024-12-09;1;6;1319;30790.19
RECEBER;1215-1;2024-12-09;1;6;1320;94390.21
RECEBER;1216-1;2024-12-10;1;96;1321;63220.0
RECEBER;1217-1;2024-12-10;1;6;1323;2626.88
RECEBER;1218-1;2024-12-10;1;6;1322;8556.21
RECEBER;1219-1;2024-12-11;1;6;1324;3631.72
RECEBER;1220-1;2024-12-11;1;6;1325;8951.81
RECEBER;1221-1;2024-12-12;1;90;1326;396824.84
RECEBER;1222-1;2024-12-13;1;6;1328;3809.79
RECEBER;1223-1;2024-12-13;1;6;1329;8736.3
RECEBER;1224-1;2024-12-13;1;6;1330;66172.29
RECEBER;1225-1;2024-12-13;1;6;1331;17350.37
RECEBER;1226-1;2024-12-13;1;6;1332;2535.21
RECEBER;1227-1;2024-12-13;1;6;1335;3295.26
RECEBER;1228-1;2024-12-13;1;6;1336;17430.46
RECEBER;1229-1;2024-12-13;1;6;1337;5224.6
RECEBER;1230-1;2024-12-13;1;6;1338;17430.26
RECEBER;1231-1;2024-12-16;1;6;1339;19568.33
RECEBER;1232-1;2024-12-18;1;6;1340;3596.12
RECEBER;1233-1;2024-12-19;1;93;1343;899930.46
RECEBER;1234-1;2024-12-19;1;6;1341;12638.52
RECEBER;1235-1;2024-12-19;1;6;1342;2835.9
RECEBER;1237-1;2024-12-23;1;90;1344;889605.1
RECEBER;1271-1;2024-12-26;1;82;1345;100914.64
RECEBER;1246-1;2024-12-30;1;6;1346;17743.12
RECEBER;1247-1;2024-12-30;1;6;1347;9731.96
RECEBER;1243-1;2025-01-13;1;86;1348;78581.55
RECEBER;1239-1;2025-01-14;1;96;1350;37104.82
RECEBER;1248-1;2025-01-14;1;6;1349;25501.95
RECEBER;1240-1;2025-01-15;1;6;1351;34726.76
RECEBER;1244-1;2025-01-17;1;6;1352;165780.62
RECEBER;1245-1;2025-01-17;1;6;1354;22321.41
RECEBER;1249-1;2025-01-24;1;6;1355;60223.11
RECEBER;1250-1;2025-01-24;1;6;1357;5013.18
RECEBER;1251-1;2025-01-27;1;93;1358;1118255.72
RECEBER;1252-1;2025-01-28;1;6;1359;17402.53
RECEBER;1253-1;2025-01-30;1;6;1360;404.67
RECEBER;1254-1;2025-01-30;1;6;1361;17840.64
RECEBER;1262-1;2025-02-03;1;95;1362;23775.98
RECEBER;1255-1;2025-02-04;1;6;1364;4658.2
RECEBER;1257-1;2025-02-14;1;6;1365;166293.39
RECEBER;1258-1;2025-02-14;1;6;1366;45086.44
RECEBER;1270-1;2025-02-14;1;6;1367;11016.1
RECEBER;1260-1;2025-02-17;1;6;1369;3837.14
RECEBER;1261-1;2025-02-17;1;6;1370;8699.01
RECEBER;1264-1;2025-02-17;1;81;1368;61319.57
RECEBER;1265-1;2025-02-19;1;91;1371;12728.61
RECEBER;1263-1;2025-02-20;1;6;1373;17248.9
RECEBER;1267-1;2025-02-20;1;86;1372;126050.57
RECEBER;1266-1;2025-02-22;1;96;1375;148695.18
RECEBER;1268-1;2025-02-25;1;6;1376;32107.15
RECEBER;1269-1;2025-02-25;1;93;1379;786278.04
RECEBER;1272-1;2025-03-17;1;6;1380;162481.5
RECEBER;1273-1;2025-03-17;1;6;1393;8817.28
RECEBER;1274-1;2025-03-17;1;6;1396;16460.55
RECEBER;1275-1;2025-03-17;1;6;1397;18271.94
RECEBER;1276-1;2025-03-17;1;6;1398;17386.94
RECEBER;1277-1;2025-03-18;1;6;1394;33262.52
RECEBER;1278-1;2025-03-20;1;6;1395;51665.5
RECEBER;1283-1;2025-03-20;1;6;1399;2508.16
RECEBER;1280-1;2025-03-21;1;68;1390;216349.55
RECEBER;1281-1;2025-03-21;1;6;1392;25785.27
RECEBER;1282-1;2025-03-24;1;6;1400;14224.45
RECEBER;1284-1;2025-04-01;1;96;1401;62881.03
RECEBER;1299-1;2025-04-01;1;79;EMPRÉSTIMO CAIXA;481017.5
RECEBER;1286-1;2025-04-02;1;86;1403;66869.68
RECEBER;1285-1;2025-04-03;1;93;1404;580202.2
RECEBER;1309-1;2025-04-11;1;90;1405;152694.02
RECEBER;1287-1;2025-04-14;1;6;1406;4018.52
RECEBER;1288-1;2025-04-14;1;6;1407;1532.37
RECEBER;1289-1;2025-04-14;1;6;1408;421025.2
RECEBER;1290-1;2025-04-15;1;6;1409;81334.34
RECEBER;1292-1;2025-04-15;1;6;1411;2904.19
RECEBER;1293-1;2025-04-16;1;6;1412;43416.01
RECEBER;1294-1;2025-04-16;1;6;1413;15279.61
RECEBER;1295-1;2025-04-16;1;6;1414;3624.43
RECEBER;1296-1;2025-04-17;1;96;1415;382873.38
RECEBER;1302-1;2025-04-17;1;96;1415;139327.62
RECEBER;1297-1;2025-04-23;1;15;1417;300000.0
RECEBER;1298-1;2025-04-23;1;15;1418;124647.04
RECEBER;1300-1;2025-04-25;1;93;1419;488103.88
RECEBER;1301-1;2025-04-25;1;6;1420;25582.97
RECEBER;1303-1;2025-04-29;1;6;1421;1996.93
RECEBER;1304-1;2025-04-29;1;6;1422;8736.3
RECEBER;1305-1;2025-04-29;1;6;1423;8011.51
RECEBER;1306-1;2025-04-29;1;15;1424;18553.46
RECEBER;1307-1;2025-05-05;1;1;1425;60602.26
RECEBER;1308-1;2025-05-08;1;41;1426;27100.07
RECEBER;1310-1;2025-05-12;1;6;1428;4268.25
RECEBER;1311-1;2025-05-12;1;6;1429;8619.34
RECEBER;1313-1;2025-05-12;1;86;1427;97470.94
RECEBER;1312-1;2025-05-13;1;6;1430;4596.92
RECEBER;1314-1;2025-05-19;1;77;1431;73900.81
RECEBER;1315-1;2025-05-21;1;13;1432;18381.34
RECEBER;1316-1;2025-05-22;1;6;1433;4443.57
RECEBER;1317-1;2025-05-22;1;96;1434;426463.72
RECEBER;1318-1;2025-05-26;1;6;1435;31606.06
RECEBER;1319-1;2025-05-26;1;6;1436;140300.61
RECEBER;1320-1;2025-05-26;1;6;1437;17434.44
RECEBER;1321-1;2025-05-27;1;6;1438;17731.81
RECEBER;1322-1;2025-05-27;1;6;1440;174453.91
RECEBER;1323-1;2025-05-27;1;6;1439;14901.86
RECEBER;1324-1;2025-05-28;1;6;1441;97294.47
RECEBER;1325-1;2025-05-28;1;6;1442;31511.46
RECEBER;1326-1;2025-05-28;1;6;1443;435837.33
RECEBER;1327-1;2025-05-29;1;93;1444;276367.39
RECEBER;1328-1;2025-05-30;1;6;1445;77796.27
RECEBER;1329-1;2025-05-30;1;6;1446;69813.32
RECEBER;1343-1;2025-06-01;1;6;1459;4370.96
RECEBER;1330-1;2025-06-05;1;6;1447;52870.17
RECEBER;1331-1;2025-06-09;1;96;1448;266762.76
RECEBER;1335-1;2025-06-10;1;86;1449;27048.0
RECEBER;1336-1;2025-06-10;1;95;1450;72605.4
RECEBER;1332-1;2025-06-11;1;15;1451;20986.62
RECEBER;1333-1;2025-06-11;1;1;1452;60331.0
RECEBER;1337-1;2025-06-24;1;6;1453;84002.91
RECEBER;1338-1;2025-06-24;1;6;1454;38265.26
RECEBER;1339-1;2025-06-25;1;6;1455;64311.88
RECEBER;1341-1;2025-06-26;1;6;1456;33341.17
RECEBER;1342-1;2025-06-26;1;6;1457;133553.86
RECEBER;1345-1;2025-06-26;1;68;1458;106796.69
RECEBER;1344-1;2025-07-01;1;93;1460;157150.61
RECEBER;1364-1;2025-07-11;1;86;1461;138104.05
RECEBER;1346-1;2025-07-15;1;96;1462;73895.07
RECEBER;1354-1;2025-07-22;1;1;1464;27467.25
RECEBER;1347-1;2025-07-23;1;93;1465;155410.61
RECEBER;1596-1;2025-07-23;7;164;87 F4N;399900.0
RECEBER;1355-1;2025-07-29;1;6;1466;21753.19
RECEBER;1356-1;2025-07-29;1;6;1468;32640.85
RECEBER;1357-1;2025-07-29;1;6;1469;387829.35
RECEBER;1358-1;2025-07-30;1;6;1470;82005.73
RECEBER;1359-1;2025-08-01;1;6;1471;85747.74
RECEBER;1360-1;2025-08-01;1;6;1472;12717.87
RECEBER;1383-1;2025-08-01;1;156;CONTA GARANTIDA;150000.0
RECEBER;1363-1;2025-08-05;1;6;1475;12389.92
RECEBER;1365-1;2025-08-06;1;6;1474;1740.78
RECEBER;1366-1;2025-08-14;1;6;1491;522.64
RECEBER;1367-1;2025-08-14;1;6;1492;1293.66
RECEBER;1368-1;2025-08-18;1;6;1493;735.14
RECEBER;1369-1;2025-08-18;1;6;1494;487.16
RECEBER;1370-1;2025-08-18;1;6;1495;2497.41
RECEBER;1371-1;2025-08-18;1;6;1496;1256.13
RECEBER;1372-1;2025-08-18;1;6;1497;2485.38
RECEBER;1373-1;2025-08-18;1;6;1498;1273.47
RECEBER;1374-1;2025-08-18;1;6;1499;1138.85
RECEBER;1375-1;2025-08-18;1;6;1500;573.13
RECEBER;1376-1;2025-08-18;1;6;1501;1518.93
RECEBER;1377-1;2025-08-18;1;6;1502;1318.39
RECEBER;1379-1;2025-08-18;1;90;1488;87455.26
RECEBER;1380-1;2025-08-19;1;6;1489;67550.52
RECEBER;1382-1;2025-08-19;1;96;1490;10976.57
RECEBER;1399-1;2025-08-21;1;68;1503;63865.73
RECEBER;1384-1;2025-08-25;1;6;1504;152293.28
RECEBER;1385-1;2025-08-25;1;6;1505;181438.49
RECEBER;1386-1;2025-08-25;1;6;1506;47723.44
RECEBER;1387-1;2025-08-27;1;6;1512;2426.51
RECEBER;1388-1;2025-08-27;1;6;1508;2043.94
RECEBER;1389-1;2025-08-27;1;6;1513;1667.88
RECEBER;1390-1;2025-08-27;1;6;1509;507.2
RECEBER;1391-1;2025-08-27;1;6;1514;1340.21
RECEBER;1392-1;2025-08-27;1;6;1510;1438.6
RECEBER;1393-1;2025-08-27;1;6;1511;2440.42
RECEBER;1394-1;2025-08-27;1;6;1515;2100.0
RECEBER;1395-1;2025-08-27;1;6;1507;1587.27
RECEBER;1396-1;2025-08-27;1;6;1516;365467.07
RECEBER;1398-1;2025-08-29;1;6;1517;451610.19
RECEBER;1402-1;2025-09-01;1;93;1520;102975.82
RECEBER;1417-1;2025-09-01;1;157;001;3922.0
RECEBER;1565-1;2025-09-04;7;162;1;439989.0
RECEBER;1400-1;2025-09-08;1;96;1518;11028.01
RECEBER;1401-1;2025-09-10;1;6;1519;154013.32
RECEBER;1403-1;2025-09-12;1;6;1521;663813.52
RECEBER;1404-1;2025-09-22;1;6;1525;4085.97
RECEBER;1406-1;2025-09-22;1;6;1540;539.69
RECEBER;1407-1;2025-09-22;1;6;1528;505.5
RECEBER;1409-1;2025-09-22;1;6;1530;347.55
RECEBER;1410-1;2025-09-22;1;6;1552;2344.68
RECEBER;1412-1;2025-09-22;1;6;1533;3376.29
RECEBER;1413-1;2025-09-22;1;6;1534;1416.92
RECEBER;1415-1;2025-09-22;1;6;1537;702.26
RECEBER;1416-1;2025-09-22;1;6;1538;519.2
RECEBER;1419-1;2025-09-26;1;6;1542;380091.42
RECEBER;1420-1;2025-09-26;1;6;1543;179399.43
RECEBER;1430-1;2025-09-26;1;68;1544;134073.4
RECEBER;1405-1;2025-09-29;1;6;1546;1091.92
RECEBER;1408-1;2025-09-30;1;6;1548;3879.89
RECEBER;1411-1;2025-09-30;1;6;1547;1985.78
RECEBER;1414-1;2025-09-30;1;6;1549;4447.61
RECEBER;1418-1;2025-09-30;1;6;1550;102000.11
RECEBER;1421-1;2025-10-01;1;96;1551;15906.0
RECEBER;1429-1;2025-10-01;1;96;1562;17325.9
RECEBER;1431-1;2025-10-01;1;79;EMPRÉSTIMO CAIXA (2);473508.07
RECEBER;1422-1;2025-10-09;1;6;1553;341035.45
RECEBER;1423-1;2025-10-20;1;6;1555;214053.04
RECEBER;1424-1;2025-10-20;1;6;1556;626167.64
RECEBER;1426-1;2025-10-21;1;6;1558;449951.77
RECEBER;1425-1;2025-10-22;1;6;1559;118688.3
RECEBER;1427-1;2025-10-23;1;6;1560;411792.76
RECEBER;1428-1;2025-10-24;1;6;1561;332387.16
RECEBER;1432-1;2025-11-01;1;79;CONTRATO 905522;992515.66
RECEBER;1441-1;2025-11-01;1;6;1573;25501.95
RECEBER;1433-1;2025-11-05;1;93;1563;100104.38
RECEBER;1434-1;2025-11-10;1;6;1565;17429.32
RECEBER;1435-1;2025-11-10;1;6;1566;702.79
RECEBER;1436-1;2025-11-11;1;6;1567;39005.25
RECEBER;1437-1;2025-11-12;1;6;1568;1961.76
RECEBER;1438-1;2025-11-12;1;6;1569;79.1
RECEBER;1439-1;2025-11-12;1;6;1570;12789.31
RECEBER;1440-1;2025-11-12;1;6;1571;515.69
RECEBER;1461-1;2025-11-13;1;158;1572;532968.92
RECEBER;1442-1;2025-11-18;1;6;1574;1028.29
RECEBER;1443-1;2025-11-18;1;6;1575;8556.21
RECEBER;1445-1;2025-11-18;1;6;1577;3839.3
RECEBER;1446-1;2025-11-18;1;6;1578;154.8
RECEBER;1447-1;2025-11-18;1;6;1579;14506.74
RECEBER;1448-1;2025-11-18;1;6;1580;584.94
RECEBER;1444-1;2025-11-19;1;6;1576;345.0
RECEBER;1450-1;2025-11-19;1;6;1581;175644.18
RECEBER;1451-1;2025-11-19;1;6;1589;303939.06
RECEBER;1452-1;2025-11-20;1;6;1584;363902.85
RECEBER;1453-1;2025-11-20;1;6;1585;80606.49
RECEBER;1454-1;2025-11-24;1;6;1587;1780.18
RECEBER;1455-1;2025-11-24;1;6;1588;44149.11
RECEBER;1456-1;2025-11-29;1;6;1590;65370.82
RECEBER;1457-1;2025-11-29;1;6;1591;65850.73
RECEBER;1458-1;2025-12-01;1;156;CONTA GARANTIDA;150000.0
RECEBER;1464-1;2025-12-01;1;156;CONTA GARANTIDA;100000.0
RECEBER;1468-1;2025-12-01;1;6;1600;17200.54
RECEBER;1475-1;2025-12-01;1;159;1;100000.0
RECEBER;1459-1;2025-12-05;1;6;1594;161409.67
RECEBER;1480-1;2025-12-08;1;68;1595;93981.43
RECEBER;1462-1;2025-12-11;1;158;1597;211945.12
RECEBER;1463-1;2025-12-11;1;156;CONTA GARANTIDA;50000.0
RECEBER;1479-1;2025-12-11;1;86;1596;26849.86
RECEBER;1466-1;2025-12-15;1;6;1598;8625.85
RECEBER;1467-1;2025-12-15;1;6;1599;347.81
RECEBER;1469-1;2025-12-16;1;6;1601;693.56
RECEBER;1470-1;2025-12-16;1;6;1602;35487.35
RECEBER;1471-1;2025-12-16;1;6;1603;1430.92
RECEBER;1472-1;2025-12-18;1;6;1604;468656.45
RECEBER;1473-1;2025-12-18;1;6;1605;353610.03
RECEBER;1474-1;2025-12-18;1;6;1606;325290.59
RECEBER;1476-1;2025-12-26;1;6;1608;316353.62
RECEBER;1477-1;2025-12-26;1;6;1609;463060.47
RECEBER;1478-1;2025-12-30;1;6;1610;181381.9
RECEBER;1481-1;2026-01-01;1;156;CTR 1356;150000.0
RECEBER;1482-1;2026-01-01;1;96;1611;74731.34
RECEBER;1483-1;2026-01-14;1;6;1623;354.16
RECEBER;1484-1;2026-01-14;1;6;1615;80.25
RECEBER;1485-1;2026-01-14;1;6;1621;731.59
RECEBER;1486-1;2026-01-14;1;6;1614;1990.12
RECEBER;1487-1;2026-01-14;1;6;1616;3062.18
RECEBER;1488-1;2026-01-14;1;6;1624;123.47
RECEBER;1489-1;2026-01-14;1;6;1618;8951.81
RECEBER;1490-1;2026-01-14;1;6;1620;62140.23
RECEBER;1491-1;2026-01-14;1;6;1619;360.95
RECEBER;1492-1;2026-01-14;1;6;1622;8783.19
RECEBER;1493-1;2026-01-14;1;6;1625;85039.95
RECEBER;1495-1;2026-01-14;1;6;1614.;80.25
RECEBER;1494-1;2026-01-19;1;6;1626;72739.25
RECEBER;1496-1;2026-01-23;1;6;1629;411961.02
RECEBER;1497-1;2026-01-23;1;6;1630;318805.01
RECEBER;1498-1;2026-01-27;1;6;1632;84859.21
RECEBER;1499-1;2026-01-27;1;15;1633;232120.71
RECEBER;1500-1;2026-01-27;1;15;1634;17221.96
RECEBER;1501-1;2026-01-28;1;68;1636;675101.48
RECEBER;1502-1;2026-01-28;1;68;1637;327731.2
RECEBER;1503-1;2026-01-29;1;6;1638;83753.35
RECEBER;1517-1;2026-01-29;1;6;1639;88274.87
RECEBER;1504-1;2026-01-30;1;93;1645;10355.12
RECEBER;1505-1;2026-01-30;1;93;1646;25537.33
RECEBER;1506-1;2026-01-30;1;93;1647;58100.27
RECEBER;1507-1;2026-01-30;1;93;1648;231153.54
RECEBER;1518-1;2026-01-30;1;6;1644;35972.24
RECEBER;1508-1;2026-02-04;1;6;1651;99559.17
RECEBER;1509-1;2026-02-04;1;6;1653;1400.25
RECEBER;1510-1;2026-02-04;1;6;1652;34726.76
RECEBER;1511-1;2026-02-04;1;6;1654;2318.58
RECEBER;1512-1;2026-02-04;1;6;1655;93.49
RECEBER;1513-1;2026-02-04;1;6;1650;117429.9
RECEBER;1514-1;2026-02-04;1;6;1657;65.15
RECEBER;1515-1;2026-02-04;1;6;1656;1615.62
RECEBER;1516-1;2026-02-04;1;96;1649;36970.42
RECEBER;1519-1;2026-02-13;1;6;1658;41232.4
RECEBER;1520-1;2026-02-19;1;6;1660;17743.12
RECEBER;1521-1;2026-02-19;1;6;1661;715.44
RECEBER;1522-1;2026-02-19;1;6;1662;17402.53
RECEBER;1531-1;2026-02-19;1;6;1659;92429.1
RECEBER;1523-1;2026-02-20;1;6;1666;701.7
RECEBER;1524-1;2026-02-20;1;6;1667;1602.72
RECEBER;1525-1;2026-02-20;1;6;1668;64.62
RECEBER;1526-1;2026-02-20;1;6;1669;4569.08
RECEBER;1527-1;2026-02-20;1;6;1670;184.23
RECEBER;1551-1;2026-02-23;1;6;1701;8699.01
RECEBER;1552-1;2026-02-23;1;6;1702;350.76
RECEBER;1528-1;2026-02-24;1;6;1671;3059.2
